Category,Sentence,Severity Level
Feeling tired or having little energy,"লম্বা যাত্রার পর কিছুটা ক্লান্ত ছিলাম, তবে বিশ্রাম নেয়ার পর ভালো লাগতিছে।",Not Depressed
Feeling tired or having little energy,"মাঝে মাঝে দুপুরে শরীরটা ভারী লাগে, কিন্তু সামলে নিতে পারি।",Not Depressed
Feeling tired or having little energy,"রান্নার পর অল্প ক্লান্ত লাগে, তবে আনন্দও থাকে।",Not Depressed
Feeling tired or having little energy,"সকালে কাজ শুরু করতে অলসতা লাগে, কিন্তু চালিয়ে যাই।",Not Depressed
Feeling tired or having little energy," খেলাধুলার পর শরীর ক্লান্ত লাগে, তবে সেটা স্বাভাবিক। ",Not Depressed
Feeling tired or having little energy,মাঝে মাঝে দীর্ঘ সময় দাঁড়িয়ে থাকলে ক্লান্ত লাগে।,Not Depressed
Feeling tired or having little energy,রাতে দেরি করে ঘুমালে পরদিন হালকা টায়ার্ড লাগে।,Not Depressed
Feeling tired or having little energy,পরীক্ষার আগের পড়াশোনায় কিছুটা এনার্জি ড্রপ হয়।,Not Depressed
Feeling tired or having little energy," মাঝে মাঝে ছোটখাটো টায়ার্ড ফিল করি, তবে সেটা দ্রুত কেটে যায়।",Not Depressed
Feeling tired or having little energy, অল্প টায়ার্ড থাকলেও কাজে মন বসে।,Not Depressed
Feeling tired or having little energy,হাঁটতে বের হলে মাঝে মাঝে এনার্জি কম লাগে।,Not Depressed
Feeling tired or having little energy, দুপুরে একটু টায়ার্ড লাগলেও কাজ চালিয়ে যেতে পারি।,Not Depressed
Feeling tired or having little energy,"মাঝে মাঝে দূর্বল লাগে, তবে রেস্ট নিলে ভালো হয়ে যায়।",Not Depressed
Feeling tired or having little energy,"সকালে ঘুম ভাঙতে একটু সময় লাগে, তবে রিফ্রেশ হয়ে যাই।",Not Depressed
Feeling tired or having little energy,সারাদিন ক্লাসে বসে থাকার পর কিছুটা টায়ার্ড ফিল হয়।,Not Depressed
Feeling tired or having little energy,লম্বা লেকচার শেষে অল্প ক্লান্তি আসলেও ম্যানেজ করি।,Not Depressed
Feeling tired or having little energy, মাঝে মাঝে বাসার ছোট কাজেও শরীর ক্লান্ত লাগে।,Not Depressed
Feeling tired or having little energy,"মাঝে মাঝে ক্লান্ত লাগলেই রেস্ট নিই, তাতে সব ঠিক হয়ে যায়। ",Not Depressed
Feeling tired or having little energy,সকালে হাটাহাটি করলে মাঝে মাঝে এনার্জি কমে যায়।,Not Depressed
Feeling tired or having little energy,"শপিং শেষে শরীর ক্লান্ত লাগে, তবে আনন্দও থাকে।",Not Depressed
Feeling tired or having little energy,দুপুরের রোদে কাজ করলে হালকা টায়ার্ড লাগে।,Not Depressed
Feeling tired or having little energy,"মাঝে মাঝে শরীরটা ভারি লাগে, কিন্তু সেটা তেমন সমস্যা নয়।",Not Depressed
Feeling tired or having little energy,পড়াশোনা বা কাজ শেষে অল্প টায়ার্ড লাগলেও সামলে নিতে পারি।,Not Depressed
Feeling tired or having little energy, মাঝে মাঝে ক্লান্ত লাগে তবে কাজে তেমন একটা সমস্যা হয় না।,Not Depressed
Feeling tired or having little energy,"প্রায়ই সকালবেলা উঠে মনে হয় শরীর ক্লান্ত, কাজ শুরু করতে সময় লাগে।",Not Depressed
Feeling tired or having little energy,অফিসের কাজ করলেও ভেতরে সবসময় অল্প শক্তি ফিল হয়।,Not Depressed
Feeling tired or having little energy,"প্রতিদিনই ক্লান্ত লাগছে, যদিও জোর করে কাজ চালাই।",Not Depressed
Feeling tired or having little energy,"পড়াশোনার সময় মাথা ভার লাগে, দীর্ঘক্ষণ মনোযোগ থাকে না।",Not Depressed
Feeling tired or having little energy,বাসার ছোটখাটো কাজ করলেই শরীর ক্লান্ত হয়ে পড়ে।,Not Depressed
Feeling tired or having little energy,প্রায় প্রতিদিনই মনে হয় আগের চেয়ে এনার্জি কমে গেছে।,Not Depressed
Feeling tired or having little energy,"বন্ধুর সাথে বের হলেও শরীর ক্লান্ত লাগে, আনন্দ কম পাই।",Not Depressed
Feeling tired or having little energy,ক্লাসের পর সবসময় এত ক্লান্ত লাগে যে বাড়তি কিছু করতে ইচ্ছে করে না।,Not Depressed
Feeling tired or having little energy,"বাজারে গেলেই শরীর ভার হয়ে যায়, ফিরে এসে আর কিছু করতে পারি না।",Not Depressed
Feeling tired or having little energy,মাঝে মাঝে দুপুরে এত ক্লান্ত হয়ে পড়ি যে ঘুমাতে হয়।,Not Depressed
Feeling tired or having little energy,প্রতিদিন কাজ শেষে মনে হয় আমি একেবারে নিঃশেষ হয়ে গেছি।,Not Depressed
Feeling tired or having little energy,"পড়তে বসলেই শরীর দুর্বল মনে হয়, বেশি সময় ধরে পারি না।",Not Depressed
